Longitude,Latitude,FID,ObjectID,CITY_NAME,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,PORT_ID,LABEL_FLAG
16.1849973771,54.1860030148,1001,1500,Koszalin,POL-KSZ,Koszalin,PL,Poland,Provincial capital,107450,5,"100,000 to 249,999",0,1
41.2920003991,39.9040020137,1002,1200,Erzurum,TUR-ERR,Erzurum,TU,Turkey,Provincial capital,420691,4,"250,000 to 499,999",0,1
8.7499984424,36.5000039744,1003,1000,Jendouba,TUN-JND,Jundubah,TS,Tunisia,Provincial capital,51408,6,"50,000 to 99,999",0,0
14.5310044222,53.4380039682,1004,1501,Szczecin,POL-SZC,Szczecin,PL,Poland,Provincial capital,407811,4,"250,000 to 499,999",28823,1
24.3829984379,45.1099979519,1005,1600,Rimnicu Vilcea,ROM-VIL,Vilcea,RO,Romania,Provincial capital,107558,5,"100,000 to 249,999",0,0
32.265999368,30.5890019752,1006,1100,Ismailia,EGY-AIM,Al Isma'iliyah,EG,Egypt,Provincial capital,284813,4,"250,000 to 499,999",48050,0
8.666703401,36.1666980412,1007,1001,Le Kef,TUN-AKA,Al Kaf,TS,Tunisia,Provincial capital,-999,7,"Less than 50,000",0,0
39.5049963127,39.7400040669,1008,1201,Erzincan,TUR-ERZ,Erzincan,TU,Turkey,Provincial capital,114027,5,"100,000 to 249,999",0,1
31.5166594072,30.5833320086,1009,1101,Zagizig,EGY-ASH,Ash Sharqiyah,EG,Egypt,Provincial capital,-999,7,"Less than 50,000",0,0
16.7450043393,53.1449999253,1010,1502,Pila,POL-PIL,Pila,PL,Poland,Provincial capital,75532,6,"50,000 to 99,999",0,1
23.2740004297,45.0449999422,1011,1601,Targu Jiu,ROM-GOR,Gorj,RO,Romania,Provincial capital,97179,6,"50,000 to 99,999",0,0
9.3833014269,36.0833040406,1012,1002,Siliana,TUN-SLY,Silyanah,TS,Tunisia,Provincial capital,26960,7,"Less than 50,000",0,0
15.2360013817,52.7360039178,1013,1503,Gorzow Wielkopolski,POL-GRZ,Gorzow,PL,Poland,Provincial capital,124430,5,"100,000 to 249,999",0,0
24.5130033934,47.1380039997,1014,1602,Bistrita,ROM-BNA,Bistrita-Nasaud,RO,Romania,Provincial capital,81318,6,"50,000 to 99,999",0,0
8.7166983311,35.216703021,1015,1003,Kasserine,TUN-AQS,Al Qasrayn,TS,Tunisia,Provincial capital,81987,6,"50,000 to 99,999",0,0
43.2860043541,43.4819970189,1016,1202,Nal'chik,RUS-KBK,Kabardino-Balkarskaya Resp.,RS,Russia,Provincial capital,272800,4,"250,000 to 499,999",0,0
31.1833354363,30.4666650361,1017,1102,Benha,EGY-AQL,Al Qalyubiyah,EG,Egypt,Provincial capital,-999,7,"Less than 50,000",0,0
15.491997321,51.9419969388,1018,1504,Zielona Gora,POL-ZGO,Zielona Gora,PL,Poland,Provincial capital,118433,5,"100,000 to 249,999",0,1
24.5670033591,46.5429959197,1019,1603,Targu-Mures,ROM-MUR,Mures,RO,Romania,Provincial capital,146863,5,"100,000 to 249,999",0,0
9.5000043094,35.0166959955,1020,1004,Sdid Bouzid,TUN-SBZ,Sidi Bu Zayd,TS,Tunisia,Provincial capital,-999,7,"Less than 50,000",0,0
16.566003313,51.8439960265,1021,1505,Leszno,POL-LSZ,Leszno,PL,Poland,Provincial capital,63565,6,"50,000 to 99,999",0,1
44.6666763889,43.0499969624,1022,1203,Vladikavkaz,RUS-NOS,Respublika Severnaya Osetiya,RS,Russia,Provincial capital,317370,4,"250,000 to 499,999",0,0
31.250799318,30.0779099968,1023,1103,Cairo,EGY-AQH,Al Qahirah,EG,Egypt,National and provincial capital,7734614,1,"5,000,000 and greater",0,0
26.667000425,47.7459990717,1024,1604,Botosani,ROM-BTS,Botosani,RO,Romania,Provincial capital,114783,5,"100,000 to 249,999",0,1
16.1579973942,51.2070029219,1025,1506,Legnica,POL-LGN,Legnica,PL,Poland,Provincial capital,106033,5,"100,000 to 249,999",0,1
10.7592573429,34.7452379251,1026,1005,Sfax,TUN-SFQ,Safaqis,TS,Tunisia,Other,277278,4,"250,000 to 499,999",45390,0
26.3166663888,47.6499960437,1027,1605,Suceava,ROM-SUC,Suceava,RO,Romania,Provincial capital,105796,5,"100,000 to 249,999",0,1
44.7830013067,43.2330030242,1028,1204,Nazran,RUS-ING,Ingushskaya Respublika,RS,Russia,Provincial capital,164131,5,"100,000 to 249,999",0,0
8.7869974444,34.4220029964,1029,1006,Gafsa,TUN-QFS,Qafsah,TS,Tunisia,Provincial capital,81232,6,"50,000 to 99,999",0,0
31.220955333,30.0515130364,1030,1104,Giza,EGY-AJI,Al Jizah,EG,Egypt,Other,2443203,2,"1,000,000 to 4,999,999",0,0
27.5840013133,47.1699989413,1031,1606,Iasi,ROM-IAS,Iasi,RO,Romania,Provincial capital,318012,4,"250,000 to 499,999",0,1
15.7269963626,50.900003926,1032,1507,Jelenia Gora,POL-JGO,Jelenia Gora,PL,Poland,Provincial capital,87310,6,"50,000 to 99,999",0,1
44.7831274053,41.7218130346,1033,1205,T'Bilisi,GEO-TBL,T'bilisi,GG,Georgia,National and provincial capital,1049498,2,"1,000,000 to 4,999,999",0,0
10.1030044226,33.8930010526,1034,1007,Gabes,TUN-QAB,Qabis,TS,Tunisia,Provincial capital,110075,5,"100,000 to 249,999",0,0
32.5600024357,29.9600010694,1035,1105,Suez,EGY-ASW,As Suways,EG,Egypt,Other,488125,4,"250,000 to 499,999",48040,0
26.3829963765,46.94000396,1036,1607,Piatra-Neamt,ROM-NEA,Neamt,RO,Romania,Provincial capital,102688,5,"100,000 to 249,999",0,0
16.2870033248,50.7490020729,1037,1508,Walbrzych,POL-WLB,Walbrzych,PL,Poland,Provincial capital,127431,5,"100,000 to 249,999",0,1
43.0779963591,40.5929970343,1038,1206,Kars,TUR-KAR,Kars,TU,Turkey,Provincial capital,77486,6,"50,000 to 99,999",0,1
10.735002403,36.4560030278,1039,1008,Nabeul,TUN-NAB,Nabul,TS,Tunisia,Provincial capital,-999,7,"Less than 50,000",0,0
27.7333384008,46.6333289811,1040,1608,Vaslui,ROM-VAS,Vaslui,RO,Romania,Provincial capital,69225,6,"50,000 to 99,999",0,1
31.0969983088,29.0760029182,1041,1106,Beni Suef,EGY-BSW,Bani Suwayf,EG,Egypt,Provincial capital,-999,7,"Less than 50,000",0,0
14.0810043772,50.662998064,1042,1509,Usti Nad Labem,CZE-SVC,Severocesky,EZ,Czech Republic,Provincial capital,94105,6,"50,000 to 99,999",0,0
10.1469964331,36.3999960763,1043,1009,Zaghouan,TUN-ZGH,Zaghwan,TS,Tunisia,Provincial capital,16911,7,"Less than 50,000",0,0
26.9250033501,46.571004029,1044,1609,Bacau,ROM-BAC,Bacau,RO,Romania,Provincial capital,171396,5,"100,000 to 249,999",0,1
10.6358763674,35.829549081,1045,1010,Sousse,TUN-SUS,Susah,TS,Tunisia,Provincial capital,164123,5,"100,000 to 249,999",45410,0
18.5499993127,54.5333040665,1046,1510,Gdynia,POL-GDN,Gdansk,PL,Poland,Other,253730,4,"250,000 to 499,999",28740,0
44.532675334,40.2080310744,1047,1207,Yerevan,ARM,Armenia,AM,Armenia,National capital,1093485,2,"1,000,000 to 4,999,999",0,0
23.6883782968,37.9562939327,1048,1107,Piraeus,GRC-CGE,Central Greece and Evvoia,GR,Greece,Other,172429,5,"100,000 to 249,999",42230,0
10.7672943878,35.7307020508,1049,1011,Monasir,TUN-AMN,Al Munastir,TS,Tunisia,Provincial capital,71546,6,"50,000 to 99,999",0,0
25.5240003239,46.3609979844,1050,1610,Miercurea-Cuic,ROM-HRG,Harghita,RO,Romania,Provincial capital,41282,7,"Less than 50,000",0,0
20.5029993956,54.7080030141,1051,1511,Kaliningrad,RUS-KNG,Kaliningradskaya oblast',RS,Russia,Provincial capital,434954,4,"250,000 to 499,999",28690,0
17.0330043218,54.4619969923,1052,1512,Slupsk,POL-SLP,Slupsk,PL,Poland,Provincial capital,98608,6,"50,000 to 99,999",0,1
43.0620033564,39.7240019626,1053,1208,Agri,TUR-AGR,Agri,TU,Turkey,Provincial capital,92022,6,"50,000 to 99,999",0,1
27.4290033608,38.6190000538,1054,1108,Manisa,TUR-MAN,Manisa,TU,Turkey,Provincial capital,243971,5,"100,000 to 249,999",0,1
10.0167033706,35.7000030118,1055,1012,Kairouan,TUN-AQY,Al Qayrawan,TS,Tunisia,Provincial capital,119794,5,"100,000 to 249,999",0,0
18.6249963415,54.3660030659,1056,1513,Gdansk,POL-GDN,Gdansk,PL,Poland,Provincial capital,461865,4,"250,000 to 499,999",28710,1
25.793001293,45.8679960176,1057,1611,Sfintu-Gheorghe,ROM-CVS,Covasna,RO,Romania,Provincial capital,60677,6,"50,000 to 99,999",0,0
39.5333012997,39.1166999361,1058,1209,Tunceli,TUR-TNC,Tunceli,TU,Turkey,Provincial capital,29062,7,"Less than 50,000",0,1
11.040876441,35.4839129604,1059,1013,Mahdia,TUN-AMH,Al Mahdiyah,TS,Tunisia,Provincial capital,-999,7,"Less than 50,000",45400,0
19.4049994314,54.159003032,1060,1514,Elblag,POL-ELB,Elblag,PL,Poland,Provincial capital,127558,5,"100,000 to 249,999",0,1
25.6110033576,45.6560010249,1061,1612,Brasov,ROM-BRS,Brasov,RO,Romania,Provincial capital,276088,4,"250,000 to 499,999",0,1
20.4920013516,53.7779969305,1062,1515,Olsztyn,POL-OLS,Olsztyn,PL,Poland,Provincial capital,171803,5,"100,000 to 249,999",0,1
27.1890004243,45.7010009963,1063,1613,Focsani,ROM-VRN,Vrancea,RO,Romania,Provincial capital,105112,5,"100,000 to 249,999",0,0
27.1449993123,38.4329969174,1064,1109,Izmir,TUR-IZM,Izmir,TU,Turkey,Provincial capital,2500603,2,"1,000,000 to 4,999,999",44750,0
40.4980023562,38.8850039483,1065,1210,Bingol,TUR-BNG,Bingol,TU,Turkey,Provincial capital,80568,6,"50,000 to 99,999",0,1
18.0289983383,53.1119970227,1066,1516,Bydgoszcz,POL-BYD,Bydgoszcz,PL,Poland,Provincial capital,366452,4,"250,000 to 499,999",0,1
16.866702346,41.1000030557,1067,1014,Bari,ITA-PUG,Puglia,IT,Italy,Provincial capital,316532,4,"250,000 to 499,999",40530,0
28.0500032972,45.4333320052,1068,1614,Galati,ROM-GAL,Galati,RO,Romania,Provincial capital,294087,4,"250,000 to 499,999",43600,1
27.9690033487,45.2919960527,1069,1615,Braila,ROM-BRA,Braila,RO,Romania,Provincial capital,213569,5,"100,000 to 249,999",43590,1
18.6110013885,53.0109990359,1070,1517,Torun,POL-TOR,Torun,PL,Poland,Provincial capital,208717,5,"100,000 to 249,999",0,1
14.6559963812,41.5629990289,1071,1015,Campobasso,ITA-MOL,Molise,IT,Italy,Provincial capital,50762,6,"50,000 to 99,999",0,0
26.8229974024,45.1479959787,1072,1616,Buzau,ROM-BUZ,Buzau,RO,Romania,Provincial capital,130954,5,"100,000 to 249,999",0,1
19.0670043532,52.6470029998,1074,1518,Wloclawek,POL-WLC,Wloclawek,PL,Poland,Provincial capital,120339,5,"100,000 to 249,999",0,1
41.5019973422,38.7299970597,1075,1211,Mus,TUR-MUS,Mus,TU,Turkey,Provincial capital,82536,6,"50,000 to 99,999",0,1
16.8869974275,52.3960020193,1076,1519,Poznan,POL-PZN,Poznan,PL,Poland,Provincial capital,570352,3,"500,000 to 999,999",0,1
27.8420044039,37.8559979276,1077,1111,Aydin,TUR-AYD,Aydin,TU,Turkey,Provincial capital,163022,5,"100,000 to 249,999",0,1
42.122997444,38.3940000313,1078,1212,Bitlis,TUR-BTL,Bitlis,TU,Turkey,Provincial capital,-999,7,"Less than 50,000",0,1
14.2500244221,40.8333600633,1079,1016,Naples,ITA-CMP,Campania,IT,Italy,Other,988972,3,"500,000 to 999,999",39960,0
25.2759603425,54.6885629867,1080,1617,Vilnius,LTU,Lithuania,LH,Lithuania,National capital,542366,3,"500,000 to 999,999",0,0
18.2520003111,52.2000000293,1081,1520,Konin,POL-KON,Konin,PL,Poland,Provincial capital,81258,6,"50,000 to 99,999",0,1
15.7989963169,40.6420020412,1082,1017,Potenza,ITA-BSL,Basilicata,IT,Italy,Provincial capital,69060,6,"50,000 to 99,999",0,0
25.1340033298,35.3379959237,1083,1112,Iraklion,GRC-CRT,Crete,GR,Greece,Provincial capital,137154,5,"100,000 to 249,999",43130,0
22.9400012855,54.1029960805,1084,1618,Suwalki,POL-SWL,Suwalki,PL,Poland,Provincial capital,69222,6,"50,000 to 99,999",0,1
18.082998304,51.7580009537,1085,1521,Kalisz,POL-KLS,Kalisz,PL,Poland,Provincial capital,108759,5,"100,000 to 249,999",0,1
41.9329983738,37.9439999862,1086,1213,Siirt,TUR-SII,Siirt,TU,Turkey,Provincial capital,114034,5,"100,000 to 249,999",0,1
23.8410004004,53.672003985,1087,1619,Hrodna,BLR-GRD,Grodno,BO,Belarus,Provincial capital,317365,4,"250,000 to 499,999",0,0
17.037999446,51.1219979379,1088,1522,Wroclaw,POL-WRC,Wroclaw,PL,Poland,Provincial capital,634893,3,"500,000 to 999,999",0,1
16.5909963101,38.9040029617,1089,1018,Catanzaro,ITA-CLB,Calabria,IT,Italy,Provincial capital,95251,6,"50,000 to 99,999",40430,0
23.1589983883,53.1299970113,1090,1620,Bialystok,POL-BLY,Bialystok,PL,Poland,Provincial capital,291855,4,"250,000 to 499,999",0,1
40.2309994369,37.9140029288,1091,1214,Diyarbakir,TUR-DYR,Diyarbakir,TU,Turkey,Provincial capital,644763,3,"500,000 to 999,999",0,1
13.3589973524,38.1210029628,1092,1019,Palermo,ITA-SIC,Sicilia,IT,Italy,Provincial capital,672175,3,"500,000 to 999,999",40130,0
23.7030034116,52.0959960319,1093,1621,Brest,BLR-BRS,Brest,BO,Belarus,Provincial capital,300715,4,"250,000 to 499,999",0,1
23.6529993799,37.9439999862,1094,1113,Athens,GRC-CGE,Central Greece and Evvoia,GR,Greece,National capital,729137,3,"500,000 to 999,999",0,0
40.7500023616,37.3079969704,1095,1215,Mardin,TUR-MRD,Mardin,TU,Turkey,Provincial capital,71373,6,"50,000 to 99,999",0,1
17.9280003515,50.6700000086,1096,1523,Opole,POL-OPO,Opole,PL,Poland,Provincial capital,127676,5,"100,000 to 249,999",0,1
23.1270032812,52.0299989974,1097,1622,Biala Podlaska,POL-BPD,Biala Podlaska,PL,Poland,Provincial capital,57541,6,"50,000 to 99,999",0,1
40.7670033253,36.4930020298,1098,1216,Al-Hasakah,SYR-AHS,Al Hasakah,SY,Syria,Provincial capital,-999,7,"Less than 50,000",0,0
25.4167023742,41.1333030014,1099,1114,Komatini,GRC-THR,Thraki,GR,Greece,Provincial capital,-999,7,"Less than 50,000",0,0
22.578003299,51.2420040397,1100,1623,Lublin,POL-LBL,Lublin,PL,Poland,Provincial capital,360044,4,"250,000 to 499,999",0,1
23.4960033777,51.1329959818,1101,1624,Chelm,POL-CHL,Chelm,PL,Poland,Provincial capital,68043,6,"50,000 to 99,999",0,1
14.5040044394,35.9129970293,1102,1020,Valletta,MLT,Malta,MT,Malta,National capital,6794,7,"Less than 50,000",40330,0
40.1540043584,35.3359980395,1103,1217,Dayr az Zawr,SYR-DAZ,Dayr az Zawr,SY,Syria,Provincial capital,242565,5,"100,000 to 249,999",0,1
25.5680014359,41.9360039954,1104,1115,Kurdzhali,BGR-KHS,Khaskovo,BU,Bulgaria,Provincial capital,-999,7,"Less than 50,000",0,0
19.4760003608,51.777998992,1105,1524,Lodz,POL-LOD,Lodz,PL,Poland,Provincial capital,768755,3,"500,000 to 999,999",0,1
23.2599963751,50.725998024,1106,1625,Zamosc,POL-ZMS,Zamosc,PL,Poland,Provincial capital,66034,6,"50,000 to 99,999",0,1
27.2259994263,41.74299908,1107,1116,Kirklareli,TUR-KRK,Kirklareli,TU,Turkey,Provincial capital,58223,6,"50,000 to 99,999",0,1
18.7329964384,51.5960010567,1108,1525,Sieradz,POL-SRD,Sieradz,PL,Poland,Provincial capital,44436,7,"Less than 50,000",0,1
26.5619974027,41.6819970043,1109,1117,Edirne,TUR-EDR,Edirne,TU,Turkey,Provincial capital,126470,5,"100,000 to 249,999",0,1
43.4089984288,38.4890040344,1110,1218,Van,TUR-VAN,Van,TU,Turkey,Provincial capital,371713,4,"250,000 to 499,999",0,1
30.5021073913,50.4481590691,1111,1626,Kyiv,UKR-KYV,Kyiv,UP,Ukraine,National and provincial capital,2514227,2,"1,000,000 to 4,999,999",0,1
11.3339973153,44.5030020701,1112,1021,Bologna,ITA-ERM,Emilia-Romagna,IT,Italy,Provincial capital,371217,4,"250,000 to 499,999",0,0
27.5166633647,40.984695035,1113,1118,Tekirdag,TUR-TKR,Tekirdag,TU,Turkey,Provincial capital,122287,5,"100,000 to 249,999",43390,1
43.750998377,37.5679979451,1114,1219,Hakkari,TUR-HKK,Hakkari,TU,Turkey,Provincial capital,77699,6,"50,000 to 99,999",0,1
43.0000024213,36.8667000419,1115,1220,Dahuk,IRQ-DAH,Dahuk,IZ,Iraq,Provincial capital,-999,7,"Less than 50,000",0,1
28.6630024296,50.2520040068,1116,1627,Zhytomyra,UKR-ZTM,Zhitomir,UP,Ukraine,Provincial capital,282192,4,"250,000 to 499,999",0,0
22.7999973109,40.6299960363,1117,1119,Thessaloniki,GRC-MCD,Macedonia,GR,Greece,Other,354290,4,"250,000 to 499,999",42530,0
19.1189973331,50.8100039832,1118,1526,Czestochowa,POL-CZS,Czestochowa,PL,Poland,Provincial capital,248125,5,"100,000 to 249,999",0,1
12.4666654442,43.9166610313,1119,1022,San Marino,SMR,San Marino,SM,San Marino,National capital,29000,7,"Less than 50,000",0,1
23.4530012905,40.3810020416,1120,1120,Polygyros,GRC-MCD,Macedonia,GR,Greece,Provincial capital,5258,7,"Less than 50,000",0,0
32.0810043581,49.4440020747,1121,1628,Cherkasy,UKR-CHK,Cherkassy,UP,Ukraine,Provincial capital,297568,4,"250,000 to 499,999",0,0
26.4140013948,40.1550029942,1122,1121,Canakkale,TUR-CNK,Canakkale,TU,Turkey,Provincial capital,87791,6,"50,000 to 99,999",44690,1
13.5160022907,43.6210019686,1123,1023,Ancona,ITA-MRC,Marche,IT,Italy,Provincial capital,100507,5,"100,000 to 249,999",40660,0
22.0809962968,53.1720000736,1124,1527,Lomza,POL-LOM,Lomza,PL,Poland,Provincial capital,63723,6,"50,000 to 99,999",0,1
43.1371263183,36.3355650137,1125,1221,Al Mawsil,IRQ-NIN,Ninawa,IZ,Iraq,Other,1739800,2,"1,000,000 to 4,999,999",0,0
28.4820033537,49.2329970053,1126,1629,Vinnytsya,UKR-VNT,Vinnitsa,UP,Ukraine,Provincial capital,352115,4,"250,000 to 499,999",0,0
27.8829993398,39.6479969728,1127,1122,Balikesir,TUR-BLK,Balikesir,TU,Turkey,Provincial capital,238151,5,"100,000 to 249,999",0,1
12.3849994239,43.1129969224,1128,1024,Perugia,ITA-UMB,Umbria,IT,Italy,Provincial capital,149125,5,"100,000 to 249,999",0,0
21.5679962918,53.0800020811,1129,1528,Ostroleca,POL-OST,Ostroleka,PL,Poland,Provincial capital,53740,6,"50,000 to 99,999",0,0
44.0160034121,36.1799999487,1130,1222,Arbil,IRQ-IRB,Arbil,IZ,Iraq,Provincial capital,932800,3,"500,000 to 999,999",0,1
32.2650003431,48.5080020075,1131,1630,Kirovohrad,UKR-KVG,Kirovograd,UP,Ukraine,Provincial capital,249454,5,"100,000 to 249,999",0,0
24.8830023493,44.8540020126,1132,1123,Pitesti,ROM-ARG,Arges,RO,Romania,Provincial capital,167669,5,"100,000 to 249,999",0,0
13.4108102861,42.35943597,1133,1025,Aquila,ITA-ABR,Abruzzi,IT,Italy,Provincial capital,68503,6,"50,000 to 99,999",0,0
20.621997371,52.8820020415,1134,1529,Ciechanow,POL-CCH,Ciechanow,PL,Poland,Provincial capital,46438,7,"Less than 50,000",0,1
28.8299972855,46.9999980748,1135,1631,Chisinau,MDA,Moldova,MD,Moldova,National capital,635994,3,"500,000 to 999,999",0,0
22.6559974024,44.6380019843,1136,1124,Drobeta- Turmu Sererin,ROM-MHD,Mehedinti,RO,Romania,Provincial capital,102346,5,"100,000 to 249,999",0,0
44.3909973268,35.4690000695,1137,1223,Kirkuk,IRQ-ATA,At Ta'min,IZ,Iraq,Provincial capital,601433,3,"500,000 to 999,999",0,0
19.692000389,52.544997052,1138,1530,Plock,POL-PLC,Plock,PL,Poland,Provincial capital,127474,5,"100,000 to 249,999",0,1
12.5199993381,41.8799970439,1139,1026,Rome,ITA-LAZ,Lazio,IT,Italy,National and provincial capital,2563241,2,"1,000,000 to 4,999,999",39820,0
30.7333353913,46.4666670784,1141,1632,Odesa,UKR-ODS,Odessa,UP,Ukraine,Provincial capital,1001558,2,"1,000,000 to 4,999,999",43650,0
18.4300023125,43.8699959633,1142,1027,Sarajevo,BIH,Bosnia & Herzegovina,BK,Bosnia & Herzegovina,National capital,696731,3,"500,000 to 999,999",0,0
23.8130013927,44.3250000687,1143,1126,Craiova,ROM-DOL,Dolj,RO,Romania,Provincial capital,304142,4,"250,000 to 499,999",0,0
28.8060033133,45.1800000219,1144,1633,Tulcea,ROM-TUL,Tulcea,RO,Romania,Provincial capital,92475,6,"50,000 to 99,999",0,1
43.8750004127,34.1939969632,1145,1224,Samarra,IRQ-SAD,Salah ad Din,IZ,Iraq,Provincial capital,158508,5,"100,000 to 249,999",0,0
21.0118773681,52.2449460531,1146,1531,Warsaw,POL-WRS,Warszawa,PL,Poland,National and provincial capital,1702139,2,"1,000,000 to 4,999,999",0,0
20.0833023873,42.3332999773,1147,1028,Bajram Curri,ALB-TRP,Tropoje,AL,Albania,Provincial capital,7967,7,"Less than 50,000",0,0
22.2789963365,52.1679959861,1148,1532,Siedlce,POL-SDL,Siedlce,PL,Poland,Provincial capital,76772,6,"50,000 to 99,999",0,1
25.2867063549,43.901630978,1149,1127,Alexandria,ROM-TLR,Teleorman,RO,Romania,Provincial capital,49346,7,"Less than 50,000",0,0
29.7790023824,62.5979969526,1150,1634,Joensuu,FIN-PKR,Pohjois-Karjala,FI,Finland,Provincial capital,53388,6,"50,000 to 99,999",0,0
19.5280024422,42.0740009842,1151,1029,Shkoder,ALB-SHK,Shkoder,AL,Albania,Provincial capital,88245,6,"50,000 to 99,999",0,1
37.3332963357,31.3333019656,1152,1225,An Nabk,SAU-AQR,Al Qurayyat,SA,Saudi Arabia,Provincial capital,49372,7,"Less than 50,000",0,0
27.2850032869,61.6899960586,1153,1635,Mikkeli,FIN-MKK,Mikkeli,FI,Finland,Provincial capital,46550,7,"Less than 50,000",0,1
20.142000434,51.9599969273,1154,1533,Skierniewice,POL-SKR,Skierniewice,PL,Poland,Provincial capital,49042,7,"Less than 50,000",0,1
19.6540023622,41.7879990514,1155,1030,Lezhe,ALB-LEZ,Lezhe,AL,Albania,Provincial capital,18695,7,"Less than 50,000",0,1
35.6000044388,30.8333339642,1156,1226,At Tafilah,JOR-ATF,At Tafilah,JO,Jordan,Provincial capital,25429,7,"Less than 50,000",0,1
23.2370014277,43.4140019347,1157,1128,Montana,BGR-MKH,Mikhaylovgrad,BU,Bulgaria,Provincial capital,47445,7,"Less than 50,000",0,0
19.4540044383,41.3270009624,1158,1031,Durres,ALB-DRR,Durres,AL,Albania,Provincial capital,122034,5,"100,000 to 249,999",41670,1
24.4719993559,60.9969960025,1159,1636,Hameenlinna,FIN-HAM,Hame,FI,Finland,Provincial capital,47261,7,"Less than 50,000",0,0
19.6910013641,51.408999061,1160,1534,Piotrkow Trybunalski,POL-PTR,Piotrkow,PL,Poland,Provincial capital,80128,6,"50,000 to 99,999",0,0
36.6000033254,28.3833000707,1161,1227,Tabuk,SAU-TAB,Tabuk,SA,Saudi Arabia,Provincial capital,455450,4,"250,000 to 499,999",0,1
24.7190044025,43.137999021,1162,1129,Lovec,BGR-LVC,Lovech,BU,Bulgaria,Provincial capital,42211,7,"Less than 50,000",0,0
26.7090033219,60.8759999774,1163,1637,Kouvola,FIN-KYM,Kymi,FI,Finland,Provincial capital,31133,7,"Less than 50,000",0,0
19.5730024136,40.7300039343,1164,1032,Fier,ALB-FIE,Fier,AL,Albania,Provincial capital,-999,7,"Less than 50,000",0,1
41.7500014136,27.4667039555,1165,1228,Ha'il,SAU-HAI,Ha'il,SA,Saudi Arabia,Provincial capital,-999,7,"Less than 50,000",0,1
21.1580014249,51.3960029673,1166,1535,Radom,POL-RAD,Radom,PL,Poland,Provincial capital,226794,5,"100,000 to 249,999",0,1
19.4900044154,40.4720010092,1167,1033,Vlore,ALB-VLO,Vlore,AL,Albania,Provincial capital,89546,6,"50,000 to 99,999",41690,1
23.3318703962,42.7072680587,1168,1130,Sofia,BGR-GSO,Grad Sofiya,BU,Bulgaria,National capital and provincial capital enclave,1152556,2,"1,000,000 to 4,999,999",0,1
24.9767013483,60.1964189912,1169,1638,Helsinki,FIN-UUS,Uusimaa,FI,Finland,National and provincial capital,558457,3,"500,000 to 999,999",28190,0
20.6319963901,50.8730039432,1170,1536,Kielce,POL-KIE,Kielce,PL,Poland,Provincial capital,208598,5,"100,000 to 249,999",0,1
44.133300381,26.333297935,1171,1229,Buraydah,SAU-AQA,Al Qasim,SA,Saudi Arabia,Provincial capital,391336,4,"250,000 to 499,999",0,0
25.4590023142,44.9379990357,1172,1131,Targoviste,ROM-DMB,Dimbovita,RO,Romania,Provincial capital,88435,6,"50,000 to 99,999",0,0
20.4125584388,44.7996780299,1173,1034,Belgrade,SRB,Serbia,RB,Serbia,National capital,1273651,2,"1,000,000 to 4,999,999",0,0
18.9999993577,50.2666650316,1174,1537,Katowice,POL-KTW,Katowice,PL,Poland,Provincial capital,317316,4,"250,000 to 499,999",0,1
24.7500003192,59.416667933,1175,1639,Tallinn,EST,Estonia,EN,Estonia,National capital,394024,4,"250,000 to 499,999",28480,0
36.5660013979,32.7060000049,1176,1230,As Suwayda,SYR-ASW,As Suwayda',SY,Syria,Provincial capital,59052,6,"50,000 to 99,999",0,0
19.4000043071,42.4999979555,1177,1035,Podgorica,MON,Montenegro,MJ,Montenegro,National capital,136473,5,"100,000 to 249,999",0,0
26.0370003289,44.936000986,1178,1132,Ploiesti,ROM-PRH,Prahova,RO,Romania,Provincial capital,228851,5,"100,000 to 249,999",0,0
35.7360033779,30.1920030365,1179,1231,Ma'an,JOR-MAA,Ma'an,JO,Jordan,Provincial capital,-999,7,"Less than 50,000",0,1
20.6832963244,40.3333020388,1180,1036,Erseke,ALB-KLN,Kolonje,AL,Albania,Provincial capital,7890,7,"Less than 50,000",0,0
27.3819964036,44.569997964,1181,1133,Slobozia,ROM-ILM,Ialomita,RO,Romania,Provincial capital,52693,6,"50,000 to 99,999",0,0
33.8333043699,27.233298025,1182,1232,Al Ghurdaqah,EGY-ABA,Al Bahr al Ahmar,EG,Egypt,Provincial capital,95622,6,"50,000 to 99,999",47990,0
24.0499983186,56.8800000343,1184,1640,Riga,LVA,Latvia,LG,Latvia,National capital,742572,3,"500,000 to 999,999",28610,0
39.6999994433,24.42999607,1185,1233,Medina,SAU-AMD,Al Madinah,SA,Saudi Arabia,Other,1300000,2,"1,000,000 to 4,999,999",0,0
21.4333384323,41.9833349697,1186,1037,Skopje,MKD,Macedonia,MK,FYR of Macedonia,National capital,474889,4,"250,000 to 499,999",0,0
18.2619993302,49.8189959894,1187,1539,Ostrava,CZE-SVM,Severomoravsky,EZ,Czech Republic,Provincial capital,313088,4,"250,000 to 499,999",0,0
26.1229684278,44.4304800149,1188,1134,Bucharest,ROM-BUC,Bucuresti,RO,Romania,National and provincial capital,1877155,2,"1,000,000 to 4,999,999",0,0
32.0000044096,62.9999999517,1189,1641,Karelia,RUS-KRL,Respublika Kareliya,RS,Russia,Other,-999,7,"Less than 50,000",0,0
